Date,negative,neutral,positive,retweet_count,reply_count,like_count,quote_count,temp_tweet_counter
2014-01-01,0.0,0.8465,0.1535,11,1,9,0,2
2014-01-02,0.04961111111111111,0.8681111111111112,0.08222222222222222,227,35,141,0,18
2014-01-03,0.04723076923076923,0.8964615384615384,0.05630769230769231,54,11,46,0,13
2014-01-04,0.0,1.0,0.0,1,4,6,0,2
2014-01-05,0.0,1.0,0.0,5,1,4,0,1
2014-01-06,0.0,0.8447777777777777,0.15522222222222223,63,20,76,1,9
2014-01-07,0.0,1.0,0.0,2,1,4,0,1
2014-01-08,0.0,0.8729999999999999,0.127,7,5,15,1,3
2014-01-09,0.051333333333333335,0.7494999999999999,0.19933333333333333,17,4,14,0,6
2014-01-10,0.0,0.741,0.259,2,0,1,0,1
2014-01-11,0.0,0.0,0.0,0,0,0,0,0
2014-01-12,0.0,1.0,0.0,1,1,0,0,1
2014-01-13,0.05688888888888889,0.7352222222222221,0.20777777777777776,197,87,419,2,9
2014-01-14,0.0070999999999999995,0.932,0.060899999999999996,95,13,59,0,20
2014-01-15,0.0078,0.8654,0.1268,64,41,59,0,10
2014-01-16,0.0,0.9667777777777778,0.03322222222222222,36,9,16,0,9
2014-01-17,0.0234,0.7848,0.1918,59,32,51,0,5
2014-01-18,0.0,0.715,0.285,1,1,2,0,1
2014-01-19,0.021500000000000002,0.9578333333333333,0.020666666666666667,22,3,19,0,6
2014-01-20,0.015352112676056339,0.8805633802816901,0.10408450704225353,916,75,473,0,71
2014-01-21,0.02264285714285714,0.8697142857142858,0.10764285714285715,305,51,243,0,28
2014-01-22,0.042583333333333334,0.8722916666666668,0.08516666666666667,48,20,53,0,24
2014-01-23,0.011222222222222224,0.7640555555555556,0.22466666666666668,140,44,95,1,18
2014-01-24,0.026185185185185183,0.8241851851851852,0.14962962962962964,245,154,183,0,27
2014-01-25,0.030142857142857145,0.7834285714285715,0.18657142857142858,27,9,23,1,7
2014-01-26,0.020125,0.8426250000000001,0.13724999999999998,62,5,65,0,8
2014-01-27,0.0,0.8785454545454545,0.12145454545454547,34,20,21,0,11
2014-01-28,0.05346666666666666,0.8481333333333333,0.09840000000000003,67,43,64,0,15
2014-01-29,0.0,0.8681428571428571,0.13185714285714284,27,1,19,0,7
2014-01-30,0.014473684210526317,0.7996315789473685,0.18589473684210528,175,17,88,0,19
2014-01-31,0.014416666666666666,0.8211666666666666,0.16441666666666666,84,19,67,0,12
2014-02-01,0.020272727272727272,0.8826363636363634,0.0970909090909091,253,56,220,0,11
2014-02-02,0.0455,0.9545,0.0,22,8,29,0,4
2014-02-03,0.012272727272727274,0.8210000000000001,0.16672727272727272,48,16,47,0,11
2014-02-04,0.04847619047619048,0.809142857142857,0.14238095238095236,154,31,109,0,21
2014-02-05,0.054636363636363636,0.8059090909090909,0.13936363636363638,54,11,42,0,11
2014-02-06,0.0275,0.8502272727272728,0.12222727272727273,87,21,73,0,22
2014-02-07,0.04352941176470588,0.825,0.13141176470588234,147,13,45,0,17
2014-02-08,0.0,0.7927000000000001,0.20729999999999998,31,8,16,0,10
2014-02-09,0.0327,0.7528,0.2145,79,41,87,0,10
2014-02-10,0.024333333333333332,0.8180416666666667,0.15766666666666665,89,30,109,2,24
2014-02-11,0.023454545454545454,0.8886363636363637,0.08790909090909091,95,15,72,1,11
2014-02-12,0.04171428571428571,0.8451785714285716,0.11307142857142859,172,55,144,0,28
2014-02-13,0.02646153846153846,0.8167692307692308,0.1567692307692308,75,37,63,0,13
2014-02-14,0.051125000000000004,0.8335000000000001,0.115375,67,34,119,1,8
2014-02-15,0.07425000000000001,0.837,0.08875,8,3,7,0,4
2014-02-16,0.0121,0.8487,0.1392,54,12,46,0,10
2014-02-17,0.06564285714285714,0.8486428571428571,0.08571428571428572,258,20,113,0,14
2014-02-18,0.0,0.7726153846153847,0.2273846153846154,54,27,52,0,13
2014-02-19,0.013166666666666667,0.9368333333333334,0.049999999999999996,27,9,20,0,6
2014-02-20,0.04014285714285715,0.8052857142857144,0.15457142857142858,51,23,41,0,7
2014-02-21,0.0273,0.8651,0.1075,179,30,136,0,10
2014-02-22,0.03972727272727273,0.832,0.1282727272727273,158,24,74,0,11
2014-02-23,0.08766666666666667,0.7909999999999999,0.12133333333333333,617,31,635,2,3
2014-02-24,0.0435909090909091,0.8465,0.1099090909090909,337,57,253,0,22
2014-02-25,0.026125,0.8962499999999999,0.077625,89,21,59,0,16
2014-02-26,0.1013125,0.7685000000000001,0.130125,382,54,236,1,16
2014-02-27,0.10511111111111111,0.767888888888889,0.12722222222222224,98,24,59,0,9
2014-02-28,0.053,0.8213333333333334,0.12566666666666668,15,5,14,0,6
2014-03-01,0.03266666666666667,0.8196666666666665,0.14766666666666664,51,6,24,0,6
2014-03-02,0.023799999999999998,0.8550000000000001,0.1212,10,1,9,0,5
2014-03-03,0.014625,0.824375,0.16099999999999998,19,9,24,0,8
2014-03-04,0.028875,0.92125,0.049875,42,7,25,0,8
2014-03-05,0.05073333333333334,0.8604000000000002,0.08886666666666666,38,18,51,0,15
2014-03-06,0.02875,0.8261249999999999,0.14512500000000003,15,6,22,0,8
2014-03-07,0.014846153846153846,0.823923076923077,0.1612307692307692,25,18,29,0,13
2014-03-08,0.0,0.9249999999999999,0.075,1,2,5,0,3
2014-03-09,0.0,0.6273333333333333,0.3726666666666667,3,4,7,0,3
2014-03-10,0.08390909090909092,0.8424545454545455,0.07363636363636364,30,7,41,0,11
2014-03-11,0.0695,0.719125,0.211375,112,8,28,0,8
2014-03-12,0.0,0.9281666666666668,0.07183333333333332,28,3,13,0,6
2014-03-13,0.03357142857142857,0.7158571428571429,0.2507142857142857,55,18,41,0,7
2014-03-14,0.0616,0.8468,0.09159999999999999,26,4,15,0,5
2014-03-15,0.0,0.8260000000000001,0.174,4,6,13,0,2
2014-03-16,0.0396,0.8392,0.1214,41,10,32,0,5
2014-03-17,0.0043125,0.8179375,0.17775000000000002,93,8,66,0,16
2014-03-18,0.0,0.8466363636363637,0.1533636363636364,136,22,123,0,11
2014-03-19,0.0267,0.8306000000000001,0.14270000000000002,634,83,556,0,30
2014-03-20,0.026058823529411763,0.794764705882353,0.17917647058823527,142,39,126,0,17
2014-03-21,0.0,0.9097142857142858,0.09028571428571429,20,9,17,0,7
2014-03-22,0.0,0.8682000000000001,0.1318,34,3,25,0,5
2014-03-23,0.0,0.607,0.393,56,9,55,0,2
2014-03-24,0.04,0.8521428571428572,0.10785714285714286,28,9,24,0,7
2014-03-25,0.01072,0.8825200000000001,0.10676000000000001,766,74,427,0,25
2014-03-26,0.010971428571428571,0.8300285714285717,0.15899999999999997,417,52,276,1,35
2014-03-27,0.0034999999999999996,0.8925882352941176,0.10391176470588237,899,97,643,1,34
2014-03-28,0.0,0.9611428571428571,0.03885714285714286,40,7,38,0,7
2014-03-29,0.0,0.952,0.048,80,9,66,0,5
2014-03-30,0.14125,0.8115,0.04725,12,6,12,0,4
2014-03-31,0.018333333333333333,0.906,0.07566666666666666,99,32,114,1,6
2014-04-01,0.0206,0.8596,0.1196,30,3,33,0,5
2014-04-02,0.0,0.8821666666666667,0.11783333333333333,50,21,79,0,6
2014-04-03,0.014857142857142857,0.6468571428571429,0.33828571428571425,72,14,62,3,7
2014-04-04,0.0,0.9125,0.0875,11,2,10,0,4
2014-04-05,0.0,1.0,0.0,9,2,19,0,4
2014-04-06,0.0,0.9395,0.0605,13,2,9,0,2
2014-04-07,0.041666666666666664,0.8716666666666666,0.08666666666666667,49,12,41,0,6
2014-04-08,0.0,0.9522,0.047799999999999995,231,54,271,0,5
2014-04-09,0.03430769230769231,0.8553846153846153,0.1103076923076923,119,14,79,1,13
2014-04-10,0.026,0.8745454545454546,0.09945454545454545,88,13,63,0,11
2014-04-11,0.04271428571428572,0.8644285714285714,0.09285714285714285,73,8,40,0,7
2014-04-12,0.0,1.0,0.0,1,1,0,0,1
2014-04-13,0.0,0.8572,0.14279999999999998,12,6,13,0,5
2014-04-14,0.0,0.9113333333333333,0.08866666666666667,11,2,3,0,3
2014-04-15,0.0,1.0,0.0,9,1,3,0,1
2014-04-16,0.022500000000000003,0.7783333333333333,0.19916666666666663,126,18,135,0,12
2014-04-17,0.053714285714285714,0.817,0.12928571428571428,30,13,16,0,7
2014-04-18,0.008571428571428572,0.7642857142857143,0.22714285714285712,18,4,42,0,7
2014-04-19,0.09733333333333333,0.8503333333333334,0.052333333333333336,27,2,20,0,3
2014-04-20,0.0,0.0,0.0,0,0,0,0,0
2014-04-21,0.033999999999999996,0.8106666666666666,0.15533333333333335,61,15,163,0,3
2014-04-22,0.0217,0.9558,0.0225,91,34,186,1,10
2014-04-23,0.055714285714285716,0.7681428571428571,0.176,24,2,16,0,7
2014-04-24,0.008666666666666666,0.88275,0.10858333333333332,75,9,73,0,12
2014-04-25,0.012888888888888889,0.8812222222222222,0.1058888888888889,34,4,33,0,9
2014-04-26,0.0,0.9205454545454544,0.07945454545454546,102,5,65,0,11
2014-04-27,0.0,0.9554444444444444,0.04455555555555556,195,33,112,0,9
2014-04-28,0.005870967741935484,0.9137419354838708,0.08041935483870967,917,108,552,3,31
2014-04-29,0.022285714285714284,0.8001428571428572,0.1775714285714286,179,30,162,0,21
2014-04-30,0.0,0.827,0.17300000000000001,115,14,99,0,6
2014-05-01,0.0316,0.8564,0.11200000000000002,15,9,15,0,5
2014-05-02,0.02131578947368421,0.8634736842105263,0.11515789473684208,1022,104,640,3,19
2014-05-03,0.0,0.9119411764705883,0.08805882352941176,187,19,174,0,17
2014-05-04,0.0026666666666666666,0.8185897435897437,0.17871794871794872,1124,127,1108,4,39
2014-05-05,0.026157894736842102,0.8107368421052632,0.16310526315789475,2302,196,2096,2,19
2014-05-06,0.0,0.8378461538461538,0.16215384615384615,84,10,106,1,13
2014-05-07,0.0,0.6783333333333333,0.3216666666666667,44,8,58,0,3
2014-05-08,0.0,0.9452,0.0548,44,5,49,0,5
2014-05-09,0.04,0.90225,0.057749999999999996,60,11,62,0,8
2014-05-10,0.0,0.741,0.259,19,2,11,0,2
2014-05-11,0.0,0.0,0.0,0,0,0,0,0
2014-05-12,0.011470588235294118,0.801705882352941,0.18676470588235294,223,54,220,0,17
2014-05-13,0.13799999999999998,0.7588400000000002,0.1032,345,34,292,0,25
2014-05-14,0.056312499999999995,0.7671250000000001,0.1765625,207,54,157,1,16
2014-05-15,0.031266666666666665,0.7644000000000001,0.20440000000000005,38,23,34,0,15
2014-05-16,0.023645161290322576,0.7287096774193549,0.24770967741935487,864,201,1076,1,31
2014-05-17,0.021979166666666664,0.8138541666666668,0.16416666666666668,3253,497,3507,6,48
2014-05-18,0.012541666666666666,0.8567083333333333,0.13075,383,72,540,0,24
2014-05-19,0.0635,0.795125,0.141375,29,44,39,0,8
2014-05-20,0.11549999999999999,0.863125,0.021374999999999998,74,74,133,0,8
2014-05-21,0.022000000000000002,0.7803333333333334,0.19766666666666666,187,43,308,0,12
2014-05-22,0.053500000000000006,0.8123000000000001,0.1342,45,18,71,0,10
2014-05-23,0.0,0.8995,0.1005,95,19,138,0,4
2014-05-24,0.0,0.807,0.193,6,1,20,0,1
2014-05-25,0.016,0.8901999999999999,0.0938,34,9,58,0,5
2014-05-26,0.0,0.867,0.133,7,3,24,0,1
2014-05-27,0.0,0.847,0.153,3,1,5,0,1
2014-05-28,0.0,0.9139999999999999,0.086,12,6,11,0,2
2014-05-29,0.121,0.879,0.0,1,1,0,0,1
2014-05-30,0.04733333333333333,0.7976666666666667,0.155,79,12,89,0,3
2014-05-31,0.0675,0.861,0.0715,25,5,20,0,2
2014-06-01,0.055749999999999994,0.78925,0.155,22,3,30,0,4
2014-06-02,0.09975,0.6982499999999999,0.20224999999999999,55,10,68,0,4
2014-06-03,0.0,0.0,0.0,0,0,0,0,0
2014-06-04,0.0,0.0,0.0,0,0,0,0,0
2014-06-05,0.0,1.0,0.0,3,1,1,0,1
2014-06-06,0.0255,0.8595,0.11499999999999999,10,7,16,0,6
2014-06-07,0.0,1.0,0.0,160,165,244,0,1
2014-06-08,0.0,0.711,0.289,37,15,58,0,3
2014-06-09,0.030272727272727274,0.8352727272727273,0.13445454545454547,137,24,81,1,11
2014-06-10,0.0,0.7245,0.2755,41,6,31,0,6
2014-06-11,0.0,0.0,0.0,0,0,0,0,0
2014-06-12,0.0,0.824,0.17600000000000002,11,3,15,0,3
2014-06-13,0.0,0.8245,0.1755,2,0,4,0,2
2014-06-14,0.0,0.867,0.133,15,9,14,0,4
2014-06-15,0.0,0.861,0.139,1,2,7,0,2
2014-06-16,0.0,0.0,0.0,0,0,0,0,0
2014-06-17,0.026823529411764704,0.911470588235294,0.06170588235294117,175,20,110,0,17
2014-06-18,0.035965517241379315,0.8936896551724138,0.0703448275862069,379,37,145,0,29
2014-06-19,0.0,0.882,0.11800000000000001,60,8,63,0,9
2014-06-20,0.0305,0.78575,0.18375,51,26,59,0,8
2014-06-21,0.0,0.8907499999999999,0.10925,54,5,36,0,4
2014-06-22,0.12375,0.69025,0.186,29,7,40,0,4
2014-06-23,0.0,0.7359999999999999,0.26399999999999996,16,1,9,0,3
2014-06-24,0.0,0.783,0.217,14,10,10,0,3
2014-06-25,0.0,0.85,0.15,19,6,11,0,5
2014-06-26,0.0,0.7879999999999999,0.212,14,3,9,0,3
