Date,VaderSentiment,FlairSentiment,Close,ScaledClose
2014-01-01,0.1323538461538461,0.068,25.790000915527344,-0.8989988689995643
2014-01-02,0.1425642857142857,-0.1211428571428571,25.790000915527344,-0.8989988689995643
2014-01-03,0.0955169491525423,-0.0913898305084745,25.780000686645508,-0.8994438179967656
2014-01-04,0.0293666666666666,-0.2055714285714285,25.780000686645508,-0.8994438179967656
2014-01-05,0.0657142857142857,-0.3379142857142858,25.780000686645508,-0.8994438179967656
2014-01-06,0.1108544117647059,0.2240514705882352,25.459999084472656,-0.913681931311179
2014-01-07,0.1720866404715126,0.0266758349705304,25.59000015258789,-0.9078976792129045
2014-01-08,0.1536958762886597,0.0862113402061855,25.43000030517578,-0.9150166934374395
2014-01-09,0.0896716049382715,0.0730246913580247,25.309999465942383,-0.9203559965385124
2014-01-10,0.1497446428571428,0.055875,25.530000686645508,-0.9105672883307692
2014-01-11,0.2250627906976744,0.2239767441860465,25.530000686645508,-0.9105672883307692
2014-01-12,0.1977951219512195,0.0506097560975609,25.530000686645508,-0.9105672883307692
2014-01-13,0.0831225806451612,-0.0377419354838709,25.5,-0.9119021353223735
2014-01-14,0.1019180722891566,-0.0523975903614457,26.51000022888184,-0.8669633049891574
2014-01-15,-0.0088953846153846,-0.3513461538461537,26.670000076293945,-0.8598442907646224
2014-01-16,0.07906796875,-0.4069765625000002,26.540000915527344,-0.8656284579975531
2014-01-17,-0.0380638554216867,-0.5753253012048191,25.850000381469727,-0.8963292598816996
2014-01-18,-0.0689148148148148,-0.620388888888889,25.850000381469727,-0.8963292598816996
2014-01-19,0.0127018518518518,-0.5201296296296294,25.850000381469727,-0.8963292598816996
2014-01-20,0.028045652173913,-0.1552173913043478,25.850000381469727,-0.8963292598816996
2014-01-21,0.0248145631067961,-0.6055436893203883,25.59000015258789,-0.9078976792129045
2014-01-22,0.1742730769230769,-0.1929102564102564,25.309999465942383,-0.9203559965385124
2014-01-23,0.1579444444444444,0.0336984126984126,25.1299991607666,-0.9283649087574501
2014-01-24,0.1231627450980392,-0.0204705882352941,24.809999465942383,-0.9426029372065199
2014-01-25,0.1139521739130434,-0.0860434782608695,24.809999465942383,-0.9426029372065199
2014-01-26,0.2082388888888889,-0.4185,24.809999465942383,-0.9426029372065199
2014-01-27,0.072183606557377,-0.1385573770491803,24.71999931335449,-0.9466073933159886
2014-01-28,0.184142857142857,-0.1243650793650793,24.899999618530277,-0.9385984810970511
2014-01-29,-0.0526797752808989,-0.4040224719101123,24.68000030517578,-0.9483871044394505
2014-01-30,0.0050544303797468,-0.4184810126582278,24.739999771118164,-0.9457174953215859
2014-01-31,0.1670771428571428,-0.0426857142857142,24.540000915527344,-0.9546162206695825
2014-02-01,0.1447357142857142,0.0202857142857143,24.540000915527344,-0.9546162206695825
2014-02-02,0.24734,-0.7818666666666666,24.540000915527344,-0.9546162206695825
2014-02-03,0.15089,-0.0695749999999999,23.950000762939453,-0.9808676174470587
2014-02-04,0.0294466666666666,-0.2201733333333332,23.81999969482422,-0.9866518695453332
2014-02-05,0.0890741935483871,-0.0348870967741935,23.520000457763672,-1.0000000000000002
2014-02-06,0.1229181818181818,0.074060606060606,23.989999771118164,-0.9790879063235969
2014-02-07,0.2678214285714285,0.0858214285714285,24.209999084472656,-0.9692992829811975
2014-02-08,0.22645,-0.1526111111111111,24.209999084472656,-0.9692992829811975
2014-02-09,0.1674076923076923,0.0612307692307692,24.209999084472656,-0.9692992829811975
2014-02-10,0.2111999999999999,0.0726078431372549,24.290000915527344,-0.9657396910035863
2014-02-11,0.1046760563380282,-0.1674647887323943,24.46999931335449,-0.9577308636499924
2014-02-12,0.1086304347826087,-0.2437391304347825,24.549999237060547,-0.954171356537725
